"CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","KEYWORDS","URL","URLDATE","SOURCEID","ISBN","LANGUAGE","ABSTRACT","ISSN","SHORTTITLE","COLLABORATOR","COPYRIGHT","DOI","CFN","CLASS_LOC","DELIVERED","DOCUMENT_TYPE","FN","HHTYPE","INLG","LGCODE","MACRO_AREA","MPI_EVA_LIBRARY_SHELF","OCLC","SRC","SUBJECT_HEADINGS","LOCATION","GLOTTO","EXTRA_HASH","ASJP_NAME","AIATSIS_CALLNUMBER","AIATSIS_CODE","AIATSIS_REFERENCE_LANGUAGE","LANGUAGEID","MPIFN","OZBIB_ID","OZBIBREFTYPE","PUBLICATION","COUNTRY","SIL_ID","SUBJECT","OTHER_EDITIONS","FNNOTE","VARIETY","BESTTXT","LCCN","FILENAMES","ISO_CODE","OLAC_FIELD","REFDB_ID","WALS_CODE","AUTHOR_STATEMENT","NUMBEROFPAGES","OZBIBNOTE","LANGNOTE","LGFAMILY","ZURICHCODE","ZURICHNOTE","GULDEMANN_LOCATION","THESISTYPE","NOSHAREFN","PLACE","ABSTRACTNOTE","COLLECTION","DISPLAY"
"INCOLLECTION","moser_seri_2015","Leipzig",NA,"Moser, Mary B.; Marlett, Stephen A.; Key, Mary Ritchie; Summer Institute of Linguistics, University of North Dakota","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Seri",NA,NA,"2015","ETC, ISO15, kinbank, seri1257","http://ids.clld.org/contributions/225","2018-08-10","ISO15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moser et al. 2015"
"MISC","bashi_murhiorhakube_parlons_2005",NA,NA,"Bashi Murhi-Orhakube, C.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parlons mashi",NA,NA,"2005","AC107, LH, kinbank",NA,NA,"AC107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bashi Murhi-Orhakube 2005"
"ARTICLE","bynonpolak_mariage_1971",NA,NA,"Bynon-Polak, L.",NA,NA,NA,NA,"NA",NA,NA,"Africana Linguistica",NA,NA,NA,"1",NA,"79--117",NA,NA,NA,"Le mariage au {Bushi",NA,"5","1971","AC108, LH, kinbank, shii1238","http://www.persee.fr/doc/aflin\_2033-8732\_1971\_num\_5\_1\_885","2017-10-30","AC108",NA,"fre",NA,NA,NA,NA,NA,"10.3406/aflin.1971.885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bynon-Polak 1971"
"PHDTHESIS","sosne_kinship_1974","Ann Arbor, United States",NA,"SOSNE, ELINOR DEE",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinship and {Contract} in {Bushi}, a {Study} in {Village} {Level} {Politics}.","Ph.{D}.",NA,"1974","AC109, LH, kinbank, shii1238","https://search.proquest.com/docview/302754862/citation/831E483621A3423FPQ/1","2017-10-30","AC109",NA,"Inglese",NA,NA,NA,NA,"Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOSNE 1974"
"ARTICLE","lauriout_diccionario_1993",NA,NA,"Lauriout, Erwin; Day, Dwight; Loriot, James",NA,NA,NA,NA,"NA",NA,NA,"Ministerio de Cultura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diccionario {Shipibo}-{Castellano",NA,NA,"1993","IC, PAN1, kinbank, ship1254","http://repositorio.cultura.gob.pe/handle/CULTURA/443","2018-06-27","PAN1",NA,"spa","Este diccionario fue preparado como una herramienta para que los hablantes del shipibo puedan aprender el castellano y para que los hispano-hablantes mejoren su comunicación con los hablantes del shipibo.",NA,NA,NA,"info:eu-repo/semantics/openAccess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lauriout et al. 1993"
"BOOK","chandralal_sinhala_2010-1",NA,NA,"Chandralal, Dileep",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Benjamins Publishing",NA,NA,"Sinhala",NA,"15","2010","IE279, kinbank, sinh1246",NA,NA,"IE279","90-272-3815-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chandralal 2010"
"MISC","fallows_lets_2003",NA,NA,"Fallows, N; Fallows, N",NA,NA,NA,NA,"NA",NA,NA,"Speak Sinhala",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Let's speak {Sinhala",NA,NA,"2003","IE372, kinbank, sinh1246","http://www.speaksinhala.com/index.htm",NA,"IE372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallows & Fallows 2003"
"ARTICLE","frisch_formal_1971",NA,NA,"Frisch, Jack A.",NA,NA,NA,NA,"NA",NA,NA,"Anthropological Linguistics",NA,NA,NA,"3",NA,"100--105",NA,NA,NA,"A {Formal} {Analysis} of {Sinhalese} {Kinship} {Terms",NA,"13","1971","IE123, indo1319, kinbank","https://www.jstor.org/stable/30029283","2019-03-01","IE123",NA,NA,NA,"0003-5483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frisch 1971"
"ARTICLE","pieris_139_1964",NA,NA,"Pieris, Ralph",NA,NA,NA,NA,"NA",NA,NA,"Man",NA,NA,NA,NA,NA,"118--119",NA,NA,NA,"Vedda and {Sinhalese} {Kinship",NA,"64","1964","IE2, JC, kinbank, sinh1246","https://www.jstor.org/stable/2797368","2019-06-07","IE2",NA,NA,NA,"0025-1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pieris 1964"
"ARTICLE","tambiah_kinship_1965",NA,NA,"Tambiah, S. J.",NA,NA,NA,NA,"NA",NA,NA,"The Journal of the Royal Anthropological Institute of Great Britain and Ireland",NA,NA,NA,"2",NA,"131--173",NA,NA,NA,"Kinship {Fact} and {Fiction} in {Relation} to the {Kandyan} {Sinhalese",NA,"95","1965","IE196, kinbank, sinh1246","https://www.jstor.org/stable/2844423","2019-11-07","IE196",NA,NA,NA,"0307-3114",NA,NA,NA,"10.2307/2844423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tambiah 1965"
"ARTICLE","white_egocentric_2010",NA,NA,"White, Douglas R; White, Douglas",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,"6",NA,"20",NA,NA,NA,"EGOCENTRIC} {AND} {SOCIOCENTRIC} {STRUCTURE} {IN} {CLASSIFICATORY} {KINSHIP} {SYSTEMS}: {FOUR} {THEOREMS",NA,"3","2010","IE374, JC, kinbank",NA,NA,"IE374",NA,"en","The feature of Dravidian kinship terminology is typically that male lines on ego’s “side” marry and call their “affines” relatives in a set of opposing male lines. The egocentric versus sociocentric debate in Anthropology over the social network implications of Dravidian terminology is resolved with proof of a single theorem: For a connected network A of marriages between consanguineals, including only the additional ancestral relatives leading back to the consanguineal ancestors of those couples, then if the kin of the couples are consistently sided egocentrically, according to Dravidian kinship terminology, then all relatives in network A are consistently sided sociocentrically, whether sides are defined through opposing sides V of male kin, U of female kin, or both. Two other theorems prove that if all the consanguineal marriages in network A are same generation (same number of generations back to the common ancestor for the husband as for the wife) then if sidedness is V it is also U, if U it is also V. Finally if network A is both U and V then all of its marriages are same generation and the marriage structure of A is one of implicit alternate-generational moieties, as in a Kariera kinship network.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White & White 2010"
"ARTICLE","yalman_structure_1962",NA,NA,"Yalman, Nur",NA,NA,NA,NA,"NA",NA,NA,"American Anthropologist",NA,NA,NA,"3",NA,"548--575",NA,NA,NA,"The {Structure} of the {Sinhalese} {Kindred}: {A} {Re}-{Examination} of the {Dravidian} {Terminology",NA,"64","1962","IE195, indo1319, kinbank","https://www.jstor.org/stable/667927","2019-03-01","IE195",NA,NA,NA,"0002-7294","The {Structure} of the {Sinhalese} {Kindred",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yalman 1962"
"INCOLLECTION","key_siona_2015","Leipzig",NA,"Key, Mary Ritchie","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Siona",NA,NA,"2015","IC, TUCO4, kinbank, tuca1253","http://ids.clld.org/contributions/256","2018-08-10","TUCO4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Key 2015"
"INCOLLECTION","key_siriono_2015","Leipzig",NA,"Key, Mary Ritchie","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Sirionó",NA,NA,"2015","IC, TP9, kinbank, siri1273","http://ids.clld.org/contributions/291","2018-08-13","TP9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Key 2015"
"MISC","noauthor_nomads_nodate",NA,NA,"NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nomads of the long bow (1969 edition) {\textbar} {Open} {Library",NA,NA,NA,"JC, TP15, kinbank, siri1273","https://openlibrary.org/books/OL24391936M/Nomads\_of\_the\_long\_bow","2019-06-18","TP15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA n.d."
"BOOK","bartos_grammaire_1972",NA,NA,"Bartos, Jozef; Gagnaire, Joseph",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Institut d\\&Études Slaves",NA,NA,"Grammaire de la langue slovaque",NA,"6","1972","IE301, kinbank, mf, slov1269",NA,NA,"IE301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bartos & Gagnaire 1972"
"BOOK","mistrik_grammar_1983","Bratislava",NA,"Mistrík, Jozef",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"OCLC: 11044150",NA,NA,NA,"Slovenské pedagogické nakladatel'stvo",NA,NA,"A grammar of contemporary {Slovak",NA,NA,"1983","IE330, JC, kinbank, slov1269",NA,NA,"IE330",NA,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mistrík 1983"
"ARTICLE","stein_structural_1975",NA,NA,"Stein, Howard F.",NA,NA,NA,NA,"NA",NA,NA,"Ethnology",NA,NA,NA,"1",NA,"99--108",NA,NA,NA,"Structural {Change} in {Slovak} {Kinship}: {An} {Ethnohistoric} {Inquiry",NA,"14","1975","IE177, indo1319, kinbank","https://www.jstor.org/stable/3773210","2019-03-01","IE177",NA,NA,NA,"0014-1828","Structural {Change} in {Slovak} {Kinship",NA,NA,"10.2307/3773210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stein 1975"
"MISC","gulere_lusogaenglish_2009",NA,NA,"Gulere, Cornelius W.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lusoga-{English} {Dictionary",NA,NA,"2009","AC120, LH, kinbank, soga1242",NA,NA,"AC120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulere 2009"
"BOOK","delhaise_chez_1909",NA,NA,"Delhaise, Charles",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chez les {WaSongola} du {Sud} - {Bantu} ou {Ba}-{Bili",NA,NA,"1909","AC77, LH, kinbank, song1300",NA,NA,"AC77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delhaise 1909"
"INCOLLECTION","key_marquesan_2015","Leipzig",NA,"Key, Mary Ritchie","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Marquesan",NA,NA,"2015","AUS62, ETC, kinbank, sout2866","http://ids.clld.org/contributions/237","2018-08-03","AUS62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Key 2015"
"INCOLLECTION","key_tsimshian_2015-1","Leipzig",NA,"Key, Mary Ritchie","The {Intercontinental} {Dictionary} {Series",NA,NA,NA,"Key, Mary Ritchie; Comrie, Bernard",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Institute for Evolutionary Anthropology",NA,NA,"Tsimshian",NA,NA,"2015","JC, TSI1, kinbank, nucl1649","https://ids.clld.org/contributions/229","2019-06-07","TSI1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Key 2015"
"ARTICLE","goss_ute_1967",NA,NA,"Goss, James A.",NA,NA,NA,NA,"NA",NA,NA,"Anthropological Linguistics",NA,NA,NA,"9",NA,"1--11",NA,NA,NA,"Ute {Language}, {Kin}, {Myth}, and {Nature}: {A} {Demonstration} of a {Multi}-{Dimensional} {Folk} {Taxonomy",NA,"9","1967","ETC, UTO13, kinbank, utee1244","http://www.jstor.org/stable/30029526","2018-07-16","UTO13",NA,NA,NA,"0003-5483","Ute {Language}, {Kin}, {Myth}, and {Nature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goss 1967"
"BOOK","hualde_catalan_2013",NA,NA,"Hualde, José Ignacio",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Routledge",NA,NA,"Catalan",NA,NA,"2013","IE286, kinbank, mf, stan1289",NA,NA,"IE286","1-136-89964-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hualde 2013"
"BOOK","wheeler_catalan_2002-1",NA,NA,"Wheeler, Max; Yates, Alan; Dols, Nicolau",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Routledge",NA,NA,"Catalan: {A} comprehensive grammar",NA,NA,"2002","IE285, kinbank, mf, stan1289",NA,NA,"IE285","1-134-96093-X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheeler et al. 2002"
"MISC","jordan_kin_nodate",NA,NA,"Jordan, Fiona M.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kin terms in {English}: (stan1293) from a speaker",NA,NA,NA,"IE72, JC, kinbank, stan1293",NA,NA,"IE72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan n.d."
"MISC","passmore_english_2018",NA,NA,"Passmore, Sam",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English (stan1293) kinterms with a native speaker",NA,NA,"2018","IE84, JC, kinbank, stan1293",NA,NA,"IE84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Passmore 2018"
"MISC","clifford_french_2018",NA,NA,"Clifford, Isobel",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"french (stan1290) and spanish (stan1288) kinship terms collected from a speaker",NA,NA,"2018","IE76, JC, kinbank, stan1288, stan1290",NA,NA,"IE76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clifford 2018"
"BOOK","dodd_modern_1996","London ;",NA,"Dodd, Bill",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Routledge",NA,NA,"Modern {German} grammar : a practical guide",NA,NA,"1996","IE234, JC, kinbank, stan1295",NA,NA,"IE234","978-0-415-09847-2",NA,NA,NA,"Modern {German} grammar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dodd 1996"
"MISC","noauthor_german_nodate",NA,NA,"NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"german (stan1295) kinship terms from a speaker",NA,NA,NA,"IE74, JC, kinbank, stan1295",NA,NA,"IE74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA n.d."
"MISC","blanco_stan1288_nodate",NA,NA,"Blanco, Hugo Garcia",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stan1288 terms collected from an interview with speaker",NA,NA,NA,"IE398, kinbank, stan1288",NA,NA,"IE398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blanco n.d."
"MISC","marino_galician_2018",NA,NA,"Mariño, Inés",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galician {Portuguese} (gali1257) kinterm interview with speaker",NA,NA,"2018","IE78, gali1257, kinbank",NA,NA,"IE78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariño 2018"
"BOOK","real_academia_gallega_la_coruna_spain_diccionario_1990","A Coruña :",NA,"Real Academia Gallega (La Coruña, Spain), Xosé Bieito.; Freixedo, Arias",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Academia Galega ;",NA,NA,"Diccionario da lingua galega.",NA,NA,"1990","IE77, MF, gali1257, kinbank, stan1288",NA,NA,"IE77","978-84-600-7509-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Academia Gallega (La Coruña & Freixedo 1990"
"BOOK","lamal_basuku_1965",NA,NA,"Lamal, F",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basuku et {Bayaka} des districts {Kwango} et {Kwilu} au {Congo",NA,NA,"1965","AC111, LH, kinbank, suku1259, yaka1269",NA,NA,"AC111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lamal 1965"
